iter	RMSE
260	14.62002282
261	14.61772583
262	14.61589624
263	14.61533971
264	14.61226731
265	14.61003858
266	14.60847431
267	14.60625763
268	14.60432762
269	14.60409877
270	14.60279648
271	14.60162409
272	14.60036375
273	14.59769178
274	14.5967982
275	14.59477317
276	14.59221494
277	14.58846711
278	14.5861982
279	14.58559175
280	14.58538583
281	14.58245592
282	14.58037589
283	14.57800171
284	14.57460282
285	14.57417309
286	14.57182763
287	14.57139064
288	14.5679726
289	14.56670971
290	14.56535486
291	14.56528061
292	14.56442502
293	14.56308967
294	14.56267387
295	14.56198393
296	14.55978576
297	14.55937197
298	14.55735213
299	14.55546524
300	14.55516824
301	14.55308457
302	14.54994804
303	14.54640084
304	14.54633895
305	14.54368404
306	14.54325324
307	14.54101586
308	14.53950378
309	14.53701228
310	14.53592984
311	14.53575303
312	14.53487869
313	14.53435672
314	14.53274466
315	14.53103304
316	14.53046609
317	14.52986601
318	14.52717151
319	14.52403462
320	14.523567
321	14.52163609
322	14.52152692
323	14.52150109
324	14.52144079
325	14.5199901
326	14.51973705
327	14.51957692
328	14.51855665
329	14.51722157
330	14.51712867
331	14.51623012
332	14.51350758
333	14.51183136
334	14.51116089
335	14.50861878
336	14.50771171
337	14.50661798
338	14.50636253
339	14.50619976
340	14.50573024
341	14.50537663
342	14.50442862
343	14.50227992
344	14.50063945
345	14.49848596
346	14.49734118
347	14.49263571
348	14.49093871
349	14.48846812
350	14.48541155
351	14.48308341
352	14.4824172
353	14.48213028
354	14.48195119
355	14.48182903
356	14.48109739
357	14.48031287
358	14.47888265
359	14.47457635
360	14.47258156
361	14.47245865
362	14.47127576
363	14.47059495
364	14.4702379
365	14.46874852
366	14.46852837
367	14.46852102
368	14.4670816
369	14.46581612
370	14.46573211
371	14.4656805
372	14.46542595
373	14.46470759
374	14.46339088
375	14.46331073
376	14.46315791
377	14.46298403
378	14.4608745
379	14.46006894
380	14.45872807
381	14.45648713
382	14.45435487
383	14.4540475
384	14.45399704
385	14.45361182
386	14.45166551
387	14.45068525
388	14.449402
389	14.44677334
390	14.44662732
391	14.44613436
392	14.44549584
393	14.44536928
394	14.44243128
395	14.44097167
396	14.43931913
397	14.43857807
398	14.43824422
399	14.43578032
400	14.43483225
401	14.43455092
402	14.43442308
403	14.43394803
404	14.43334017
405	14.43243515
406	14.43191269
407	14.43184617
408	14.42999319
409	14.42989532
410	14.42893942
411	14.42847735
412	14.42748174
413	14.42536816
414	14.42439255
415	14.42402826
416	14.42394132
417	14.4237796
418	14.42340814
419	14.42090248
420	14.41697955
421	14.41478405
422	14.41305866
423	14.41288163
424	14.41228988
425	14.41201918
426	14.4096806
427	14.40936531
428	14.4090118
429	14.40789134
430	14.40701702
431	14.40692048
432	14.40685117
433	14.40600783
434	14.4058704
435	14.40540387
436	14.40467881
437	14.40449675
438	14.40414967
439	14.40399857
440	14.40316227
441	14.40175056
442	14.39981793
443	14.39968465
444	14.39792127
445	14.39779206
446	14.39614857
447	14.39610052
448	14.39357527
449	14.39039252
450	14.38976743
451	14.38778744
452	14.38773893
453	14.38674477
454	14.38646631
455	14.38486716
456	14.38476432
457	14.38470844
458	14.38252253
459	14.38055637
460	14.37974645
461	14.37938256
462	14.37789601
463	14.37694667
464	14.37480029
465	14.37277126
466	14.3672055
467	14.36493385
468	14.36489305
469	14.36394365
470	14.3617211
471	14.36158036
472	14.36141121
473	14.35990337
474	14.35945521
475	14.35945099
476	14.35879169
477	14.35744818
478	14.35495426
479	14.35275224
480	14.35157112
481	14.35094964
482	14.35031273
483	14.35024502
484	14.34866591
485	14.34857828
486	14.34764672
487	14.34449188
488	14.34296652
489	14.34259792
490	14.34256139
491	14.34231267
492	14.3418072
493	14.34171841
494	14.34085863
495	14.34061297
496	14.33995286
497	14.33890587
498	14.33741569
499	14.33654809
500	14.33508973
501	14.33424787
502	14.33389327
503	14.33363069
504	14.33165926
505	14.32886584
506	14.32812858
507	14.32744061
508	14.32516425
509	14.32487924
510	14.32380687
511	14.3235666
512	14.32341815
513	14.32324032
514	14.32278769
515	14.31982345
516	14.31922356
517	14.31870906
518	14.3183741
519	14.31833306
520	14.31808361
521	14.31707179
522	14.3164669
523	14.31561938
524	14.31452064
525	14.31433769
526	14.31233825
527	14.31118566
528	14.30876725
529	14.3072841
530	14.30602865
531	14.30541393
532	14.30384442
533	14.30260562
534	14.30051385
535	14.30028165
536	14.29930853
537	14.29839527
538	14.29801887
539	14.29770999
540	14.29754285
541	14.29746004
542	14.29739944
543	14.29729197
544	14.29697088
545	14.29597656
546	14.29560636
547	14.2955257
548	14.29462702
549	14.29375866
550	14.29305324
551	14.29294608
552	14.29252859
553	14.29230768
554	14.29214491
555	14.2907374
556	14.2904051
557	14.29029057
558	14.29022994
559	14.28920525
560	14.28910563
561	14.28906571
562	14.28848057
563	14.28805278
564	14.28736486
565	14.28667374
566	14.2842831
567	14.28393206
568	14.28290977
569	14.28231253
570	14.2823048
571	14.28086764
572	14.28060299
573	14.2801699
574	14.27988505
575	14.27851391
576	14.27837303
577	14.2772499
578	14.27686431
579	14.27631323
580	14.27434632
581	14.27287005
582	14.2722853
583	14.27112192
584	14.27085628
585	14.26951639
586	14.26814993
587	14.26360558
588	14.26206099
589	14.2614039
590	14.26000974
591	14.2598794
592	14.25979056
593	14.25956735
594	14.25855098
595	14.25576651
596	14.25563742
597	14.25534193
598	14.25502972
599	14.25459045
600	14.25434654
601	14.2530973
602	14.25156265
603	14.25127572
604	14.25118123
605	14.25088221
606	14.25051407
607	14.24943198
608	14.24933065
609	14.2464825
610	14.245624
611	14.2435754
612	14.24341597
613	14.24211882
614	14.24080217
615	14.23981143
616	14.23972301
617	14.23907752
618	14.23793371
619	14.23637189
620	14.23594868
621	14.23540159
622	14.2349067
623	14.23456516
624	14.23449669
625	14.23418282
626	14.23375368
627	14.23336274
628	14.23334357
629	14.23319518
630	14.23313775
631	14.23256002
632	14.2318997
633	14.22914653
634	14.22855307
635	14.22820902
636	14.22801648
637	14.22793805
638	14.22723529
639	14.22705793
640	14.22658937
641	14.22631009
642	14.22509617
643	14.22448195
644	14.22431263
645	14.2242618
646	14.22304547
647	14.22284361
648	14.22160066
649	14.22138258
650	14.22133584
651	14.22101421
652	14.22093986
653	14.21895077
654	14.21872262
655	14.21858228
656	14.21751691
657	14.21737127
658	14.21647924
659	14.21588741
660	14.21578495
661	14.21486566
662	14.21412236
663	14.21368745
664	14.21316552
665	14.21164427
666	14.21142766
667	14.21010587
668	14.21006182
669	14.20942442
670	14.20881694
671	14.20875408
672	14.20744417
673	14.2072562
674	14.20697488
675	14.20694184
676	14.20668613
677	14.20649381
678	14.20593763
679	14.20507764
680	14.20423798
681	14.20412866
682	14.20356542
683	14.20220181
684	14.2014052
685	14.2012487
686	14.20048517
687	14.20015743
688	14.19945743
689	14.19907421
690	14.19895586
691	14.19843394
692	14.19754348
693	14.19743396
694	14.1959056
695	14.19568387
696	14.19504947
697	14.19481126
698	14.19432746
699	14.19408841
700	14.1925299
701	14.19200582
702	14.19178639
703	14.19142179
704	14.1913205
705	14.19111937
706	14.19053773
707	14.19011507
708	14.19001229
709	14.18993811
710	14.18984472
711	14.18813879
712	14.18796012
713	14.18757416
714	14.18723997
715	14.18673917
716	14.18660601
717	14.18621145
718	14.1853272
719	14.18492394
720	14.18476395
721	14.18377369
722	14.18258556
723	14.18241672
724	14.18184795
725	14.18085712
726	14.18066786
727	14.18063805
728	14.18009338
729	14.18002529
730	14.17973794
731	14.17908678
732	14.1783525
733	14.17772376
734	14.17750183
735	14.17742456
736	14.17693331
737	14.17505309
738	14.17380662
739	14.1732394
740	14.17300567
741	14.17205745
742	14.17141901
743	14.1710741
744	14.17011143
745	14.16970604
746	14.16950233
747	14.16931748
748	14.16845539
749	14.16819715
750	14.16733283
751	14.16723414
752	14.16708082
753	14.16589274
754	14.16574735
755	14.1654551
756	14.16469145
757	14.16449198
758	14.16446519
759	14.16330409
760	14.16306016
761	14.16229749
762	14.16206092
763	14.16198622
764	14.16195962
765	14.16150634
766	14.1613381
767	14.16101257
768	14.16090686
769	14.16069963
770	14.16021051
771	14.15968188
772	14.15960348
773	14.15943745
774	14.15914909
775	14.15904399
776	14.15865975
777	14.15830456
778	14.15821773
779	14.1578311
780	14.1572857
781	14.15710057
782	14.15707538
783	14.15626295
784	14.15611613
785	14.15551664
786	14.15503515
787	14.15473268
788	14.15357281
789	14.15349312
790	14.15324249
791	14.15303047
792	14.15236287
793	14.15223701
794	14.15084666
795	14.15084475
796	14.15083622
797	14.15066869
798	14.15029826
799	14.15018949
800	14.14997111
801	14.14989025
802	14.14912776
803	14.14815764
804	14.14811592
805	14.14778896
806	14.14640085
807	14.14605928
808	14.1460373
809	14.14414844
810	14.14403168
811	14.1438889
812	14.14374403
813	14.14362208
814	14.14361998
815	14.14338523
816	14.14311993
817	14.14233484
818	14.14190402
819	14.14164873
820	14.14103929
821	14.14100786
822	14.13924417
823	14.13922431
824	14.13736613
825	14.13721249
826	14.13652145
827	14.13600014
828	14.13555842
829	14.13542395
830	14.13539416
831	14.13530706
832	14.13496808
833	14.13480414
834	14.13404092
835	14.13390703
836	14.13368607
837	14.13349521
838	14.13195477
839	14.13049628
840	14.13043031
841	14.13027872
842	14.12846836
843	14.12831108
844	14.12765532
845	14.1275447
846	14.12678547
847	14.1263999
848	14.12631326
849	14.12595154
850	14.12496719
851	14.12476993
852	14.12468653
853	14.12401582
854	14.12401495
855	14.12386911
856	14.12378733
857	14.12349154
858	14.12323822
859	14.12306177
860	14.12287436
861	14.12278748
862	14.12244931
863	14.12185155
864	14.12176915
865	14.12152476
866	14.12118475
867	14.12088587
868	14.12040303
869	14.1202765
870	14.12017856
871	14.11985031
872	14.11961947
873	14.11928288
874	14.11924656
875	14.11900194
876	14.11898396
877	14.11869033
878	14.11865644
879	14.11800559
880	14.11695564
881	14.11680219
882	14.11584589
883	14.11546429
884	14.11524519
885	14.11501513
886	14.11491186
887	14.11484314
888	14.11480518
889	14.11409571
890	14.11406823
891	14.11395852
892	14.11376708
893	14.11246407
894	14.11236682
895	14.11137161
896	14.11132262
897	14.10936657
898	14.10910305
899	14.10808828
900	14.10785621
901	14.1078273
902	14.1074746
903	14.10571844
904	14.10564471
905	14.10457443
906	14.10450808
907	14.10439246
908	14.10413964
909	14.10389933
910	14.10373874
911	14.10363843
912	14.10345987
913	14.10340728
914	14.10336455
915	14.10224812
916	14.10212163
917	14.10101384
918	14.10064651
919	14.10046452
920	14.10029978
921	14.09929012
922	14.09755258
923	14.09621629
924	14.09604466
925	14.09577922
926	14.0951334
927	14.09498775
928	14.09493679
929	14.09459601
930	14.09422146
931	14.09391906
932	14.09327045
933	14.09272779
934	14.09202566
935	14.09201557
936	14.0913009
937	14.09075334
938	14.09020458
939	14.08999099
940	14.08992768
941	14.0898843
942	14.08977358
943	14.0897369
944	14.08944919
945	14.08881513
946	14.08876177
947	14.08859269
948	14.08841829
949	14.08821606
950	14.08765082
951	14.08746239
952	14.08742842
953	14.08718023
954	14.08715727
955	14.08715305
956	14.08684177
957	14.0866087
958	14.08621151
959	14.08538226
960	14.0838904
961	14.08324703
962	14.08272109
963	14.08252447
964	14.08239098
965	14.08120835
966	14.08099995
967	14.08097448
968	14.07955311
969	14.07946733
970	14.079383
971	14.07851858
972	14.07827545
973	14.07797173
974	14.07780607
975	14.07759528
976	14.07722286
977	14.07695589
978	14.07684479
979	14.07601341
980	14.07584022
981	14.07381085
982	14.07304682
983	14.07295487
984	14.07218241
985	14.07151681
986	14.07066146
987	14.07065745
988	14.07044466
989	14.07009741
990	14.06912545
991	14.06879413
992	14.06853328
993	14.06849932
994	14.06783607
995	14.06724288
996	14.06693321
997	14.0667194
998	14.06667728
999	14.06667595
